,label,text,original_length,text_untokenized
5018,0,"['great', 'how', 'is', 'the', 'office', 'today']",31,great how is the office today
5019,0,"['it', 's', 'cool', 'we', 'can', 'last', 'a', 'little', 'while', 'getting', 'more', 'any', 'time', 'soon']",66,it s cool we can last a little while getting more any time soon
5020,0,"['sad', 'puppy', 'noise']",19,sad puppy noise
5021,0,"['yes', 'its', 'possible', 'but', 'dint', 'try', 'pls', 'dont', 'tell', 'to', 'any', 'one', 'k']",57,yes its possible but dint try pls dont tell to any one k
5022,0,"['anyway', 'holla', 'at', 'me', 'whenever', 'you', 're', 'around', 'because', 'i', 'need', 'an', 'excuse', 'to', 'go', 'creep', 'on', 'people', 'in', 'sarasota']",100,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota
5023,0,"['where', 'you', 'what', 'happen']",22,where you what happen
5024,0,"['i', 'was', 'gonna', 'ask', 'you', 'lol', 'but', 'i', 'think', 'its', 'at']",44,i was gonna ask you lol but i think its at
5025,1,"['ur', 'cash', 'balance', 'is', 'currently', 'pounds', 'to', 'maximize', 'ur', 'cash', 'in', 'now', 'send', 'go', 'to', 'only', 'p', 'meg', 'cc', 'hg', 'suite', 'lands', 'row', 'w', 'j', 'hl']",146,ur cash balance is currently pounds to maximize ur cash in now send go to only p meg cc hg suite lands row w j hl
5026,1,"['private', 'your', 'account', 'statement', 'for', 'shows', 'un', 'redeemed', 's', 'i', 'm', 'points', 'call', 'identifier', 'code', 'xx', 'expires']",133,private your account statement for shows un redeemed s i m points call identifier code xx expires
5027,0,"['go', 'chase', 'after', 'her', 'and', 'run', 'her', 'over', 'while', 'she', 's', 'crossing', 'the', 'street']",67,go chase after her and run her over while she s crossing the street
5028,1,"['i', 'd', 'like', 'to', 'tell', 'you', 'my', 'deepest', 'darkest', 'fantasies', 'call', 'me', 'just', 'p', 'min', 'to', 'stop', 'texts', 'call', 'nat', 'rate']",126,i d like to tell you my deepest darkest fantasies call me just p min to stop texts call nat rate
5029,0,"['is', 'there', 'coming', 'friday', 'is', 'leave', 'for', 'pongal', 'do', 'you', 'get', 'any', 'news', 'from', 'your', 'work', 'place']",84,is there coming friday is leave for pongal do you get any news from your work place
5030,0,"['hey', 'very', 'inconvenient', 'for', 'your', 'sis', 'a', 'not', 'huh']",48,hey very inconvenient for your sis a not huh
5031,0,"['ok', 'i', 'vl', 'do', 'u', 'know', 'i', 'got', 'adsense', 'approved']",43,ok i vl do u know i got adsense approved
5032,0,"['was', 'really', 'good', 'to', 'see', 'you', 'the', 'other', 'day', 'dudette', 'been', 'missing', 'you']",69,was really good to see you the other day dudette been missing you
5033,0,"['i', 'want', 'to', 'go', 'to', 'perumbavoor']",27,i want to go to perumbavoor
5034,0,"['how', 'many', 'times', 'i', 'told', 'in', 'the', 'stage', 'all', 'use', 'to', 'laugh', 'you', 'not', 'listen', 'aha']",72,how many times i told in the stage all use to laugh you not listen aha
5035,1,"['you', 'won', 't', 'believe', 'it', 'but', 'it', 's', 'true', 'it', 's', 'incredible', 'txts', 'reply', 'g', 'now', 'to', 'learn', 'truly', 'amazing', 'things', 'that', 'will', 'blow', 'your', 'mind', 'from', 'o', 'fwd', 'only', 'p', 'txt']",149,you won t believe it but it s true it s incredible txts reply g now to learn truly amazing things that will blow your mind from o fwd only p txt
5036,0,"['you', 'didn', 't', 'hear', 'it', 'from', 'me']",28,you didn t hear it from me
5037,0,"['thanks', 'for', 'being', 'there', 'for', 'me', 'just', 'to', 'talk', 'to', 'on', 'saturday', 'you', 'are', 'very', 'dear', 'to', 'me', 'i', 'cherish', 'having', 'you', 'as', 'a', 'brother', 'and', 'role', 'model']",133,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model
5038,0,"['pls', 'clarify', 'back', 'if', 'an', 'open', 'return', 'ticket', 'that', 'i', 'have', 'can', 'be', 'preponed', 'for', 'me', 'to', 'go', 'back', 'to', 'kerala']",98,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala
5039,1,"['natalie', 'f', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend', 'reply', 'yes', 'or', 'no', 'see', 'her', 'www', 'sms', 'ac', 'u', 'natalie', 'k', 'stop', 'send', 'stop', 'frnd', 'to']",135,natalie f is inviting you to be her friend reply yes or no see her www sms ac u natalie k stop send stop frnd to
5040,0,"['she', 'ran', 'off', 'with', 'a', 'younger', 'man', 'we', 'will', 'make', 'pretty', 'babies', 'together']",70,she ran off with a younger man we will make pretty babies together
5041,1,"['jamster', 'to', 'get', 'your', 'free', 'wallpaper', 'text', 'heart', 'to', 'now', 't', 'c', 'apply', 'only', 'need', 'help', 'call']",109,jamster to get your free wallpaper text heart to now t c apply only need help call
5042,0,"['o', 'ic', 'lol', 'should', 'play', 'doors', 'sometime', 'yo']",41,o ic lol should play doors sometime yo
5043,0,"['dunno', 'my', 'dad', 'said', 'he', 'coming', 'home', 'bring', 'us', 'out', 'lunch', 'yup', 'i', 'go', 'w', 'u', 'lor', 'i', 'call', 'u', 'when', 'i', 'reach', 'school', 'lor']",111,dunno my dad said he coming home bring us out lunch yup i go w u lor i call u when i reach school lor
5044,0,"['we', 'have', 'sent', 'jd', 'for', 'customer', 'service', 'cum', 'accounts', 'executive', 'to', 'ur', 'mail', 'id', 'for', 'details', 'contact', 'us']",97,we have sent jd for customer service cum accounts executive to ur mail id for details contact us
5045,0,"['desires', 'u', 'going', 'to', 'doctor', 'liver', 'and', 'get', 'a', 'bit', 'stylish', 'get', 'ur', 'hair', 'managed', 'thats', 'it']",89,desires u going to doctor liver and get a bit stylish get ur hair managed thats it
5046,0,"['hmmm', 'still', 'we', 'dont', 'have', 'opener']",31,hmmm still we dont have opener
5047,0,"['yeah', 'so', 'basically', 'any', 'time', 'next', 'week', 'you', 'can', 'get', 'away', 'from', 'your', 'mom', 'amp', 'get', 'up', 'before']",89,yeah so basically any time next week you can get away from your mom amp get up before
5048,0,"['edison', 'has', 'rightly', 'said', 'a', 'fool', 'can', 'ask', 'more', 'questions', 'than', 'a', 'wise', 'man', 'can', 'answer', 'now', 'you', 'know', 'why', 'all', 'of', 'us', 'are', 'speechless', 'during', 'viva', 'gm']",143,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm
5049,0,"['i', 'will', 'vote', 'for', 'wherever', 'my', 'heart', 'guides', 'me']",43,i will vote for wherever my heart guides me
5050,0,"['with', 'my', 'sis', 'lor', 'we', 'juz', 'watched', 'italian', 'job']",46,with my sis lor we juz watched italian job
5051,0,"['tick', 'tick', 'tick', 'where', 'are', 'you', 'i', 'could', 'die', 'of', 'loneliness', 'you', 'know', 'pouts', 'stomps', 'feet', 'i', 'need', 'you']",111,tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you
5052,0,"['lmao', 'you', 'know', 'me', 'so', 'well']",27,lmao you know me so well
5053,1,"['double', 'mins', 'double', 'txt', 'price', 'linerental', 'on', 'latest', 'orange', 'bluetooth', 'mobiles', 'call', 'mobileupd', 'for', 'the', 'very', 'latest', 'offers', 'or', 'call', 'optout', 'lf']",159,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or call optout lf
5054,0,"['am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'i', 'm', 'afraid', 'not', 'i', 'm', 'staying', 'skyving', 'off', 'today', 'ho', 'ho', 'will', 'be', 'around', 'wednesday', 'though', 'do', 'you', 'fancy', 'the', 'comedy', 'club', 'this', 'week', 'by', 'the', 'way']",175,am on a train back from northampton so i m afraid not i m staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way
5055,0,"['goodnight', 'da', 'thangam', 'i', 'really', 'miss', 'u', 'dear']",42,goodnight da thangam i really miss u dear
5056,0,"['hey', 'next', 'sun', 'there', 's', 'a', 'basic', 'yoga', 'course', 'at', 'bugis', 'we', 'can', 'go', 'for', 'that', 'pilates', 'intro', 'next', 'sat', 'tell', 'me', 'what', 'time', 'you', 'r', 'free']",138,hey next sun there s a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free
5057,0,"['geeeee', 'your', 'internet', 'is', 'really', 'bad', 'today', 'eh']",50,geeeee your internet is really bad today eh
5058,1,"['free', 'video', 'camera', 'phones', 'with', 'half', 'price', 'line', 'rental', 'for', 'mths', 'and', 'cross', 'ntwk', 'mins', 'txts', 'call', 'mobileupd', 'or', 'call', 'optout']",145,free video camera phones with half price line rental for mths and cross ntwk mins txts call mobileupd or call optout
5059,0,"['i', 'think', 'i', 'am', 'disturbing', 'her', 'da']",30,i think i am disturbing her da
5060,0,"['sorry', 'i', 'll', 'call', 'you', 'later', 'i', 'am', 'in', 'meeting', 'sir']",49,sorry i ll call you later i am in meeting sir
5061,0,"['havent', 'stuck', 'at', 'orchard', 'in', 'my', 'dad', 's', 'car', 'going', 'dinner', 'now', 'u', 'leh', 'so', 'r', 'they', 'free', 'tonight']",91,havent stuck at orchard in my dad s car going dinner now u leh so r they free tonight
5062,0,"['ok', 'i', 'also', 'wan', 'watch', 'e', 'pm', 'show']",36,ok i also wan watch e pm show
5063,0,"['i', 'dunno', 'lei', 'like', 'dun', 'haf']",30,i dunno lei like dun haf
5064,0,"['but', 'your', 'brother', 'transfered', 'only', 'pa']",63,but your brother transfered only pa
5065,0,"['i', 'calls', 'you', 'later', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'in', 'south', 'mumbai', 'i', 'can', 'hear', 'you', 'but', 'you', 'cann', 't', 'listen', 'me']",119,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann t listen me
5066,1,"['uk', 'break', 'accommodationvouchers', 'terms', 'conditions', 'apply', 'claim', 'you', 'mustprovide', 'your', 'claim', 'number', 'which', 'is']",132,uk break accommodationvouchers terms conditions apply claim you mustprovide your claim number which is
5067,0,"['talk', 'to', 'g', 'and', 'x', 'about', 'that']",26,talk to g and x about that
5068,0,"['hai', 'dear', 'friends', 'this', 'is', 'my', 'new', 'amp', 'present', 'number', 'by', 'rajitha', 'raj', 'ranju']",82,hai dear friends this is my new amp present number by rajitha raj ranju
5069,1,"['p', 'alfie', 'moon', 's', 'children', 'in', 'need', 'song', 'on', 'ur', 'mob', 'tell', 'ur', 'm', 's', 'txt', 'tone', 'charity', 'to', 'for', 'nokias', 'or', 'poly', 'charity', 'for', 'polys', 'zed', 'profit', 'charity']",160,p alfie moon s children in need song on ur mob tell ur m s txt tone charity to for nokias or poly charity for polys zed profit charity
5070,0,"['as', 'in', 'different', 'styles']",23,as in different styles
5071,1,"['win', 'a', 'shopping', 'spree', 'every', 'week', 'starting', 'now', 'play', 'text', 'store', 'to', 'skilgme', 'tscs', 'winawk', 'age', 'perweeksub']",137,win a shopping spree every week starting now play text store to skilgme tscs winawk age perweeksub
5072,0,"['gud', 'ni', 'dear', 'slp', 'well', 'take', 'care', 'swt', 'dreams', 'muah']",53,gud ni dear slp well take care swt dreams muah
5073,0,"['i', 'want', 'to', 'sent', 'mesages', 'today', 'thats', 'y', 'sorry', 'if', 'i', 'hurts']",66,i want to sent mesages today thats y sorry if i hurts
5074,1,"['this', 'is', 'the', 'nd', 'attempt', 'to', 'contract', 'u', 'you', 'have', 'won', 'this', 'weeks', 'top', 'prize', 'of', 'either', 'cash', 'or', 'prize', 'just', 'call']",132,this is the nd attempt to contract u you have won this weeks top prize of either cash or prize just call
5075,0,"['well', 'i', 'm', 'glad', 'you', 'didn', 't', 'find', 'it', 'totally', 'disagreeable', 'lol']",62,well i m glad you didn t find it totally disagreeable lol
5076,0,"['guy', 'no', 'flash', 'me', 'now', 'if', 'you', 'go', 'call', 'me', 'call', 'me', 'how', 'madam', 'take', 'care', 'oh']",74,guy no flash me now if you go call me call me how madam take care oh
5077,1,"['do', 'you', 'want', 'a', 'new', 'nokia', 'i', 'colour', 'phone', 'deliveredtomorrow', 'with', 'free', 'minutes', 'to', 'any', 'mobile', 'free', 'texts', 'free', 'camcorder', 'reply', 'or', 'call']",158,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call
5078,0,"['mark', 'works', 'tomorrow', 'he', 'gets', 'out', 'at', 'his', 'work', 'is', 'by', 'your', 'house', 'so', 'he', 'can', 'meet', 'u', 'afterwards']",93,mark works tomorrow he gets out at his work is by your house so he can meet u afterwards
5079,0,"['keep', 'ur', 'problems', 'in', 'ur', 'heart']",29,keep ur problems in ur heart
5080,0,"['yeah', 'give', 'me', 'a', 'call', 'if', 'you', 've', 'got', 'a', 'minute']",43,yeah give me a call if you ve got a minute
5081,0,"['hi', 'babe', 'uawake', 'feellikw', 'shit', 'justfound', 'out', 'via', 'aletter', 'thatmum', 'gotmarried', 'thnov', 'behind', 'ourbacks', 'fuckinnice', 'selfish']",119,hi babe uawake feellikw shit justfound out via aletter thatmum gotmarried thnov behind ourbacks fuckinnice selfish
5082,0,"['amazing', 'if', 'you', 'rearrange', 'these', 'letters', 'it', 'gives', 'the', 'same', 'meaning', 'dormitory', 'dirty', 'room', 'astronomer', 'moon', 'starer', 'the', 'eyes', 'they', 'see', 'election', 'results', 'lies', 'lets', 'recount', 'mother', 'in', 'law', 'woman', 'hitler', 'eleven', 'plus', 'two', 'twelve', 'plus', 'one', 'its', 'amazing']",256,amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing
5083,0,"['aiya', 'we', 'discuss', 'later', 'lar', 'pick', 'up', 'at', 'is', 'it']",51,aiya we discuss later lar pick up at is it
5084,0,"['hey', 'happy', 'birthday']",21,hey happy birthday
5085,0,"['sorry', 'i', 'missed', 'your', 'call', 'can', 'you', 'please', 'call', 'back']",51,sorry i missed your call can you please call back
5086,0,"['omg', 'if', 'its', 'not', 'one', 'thing', 'its', 'another', 'my', 'cat', 'has', 'worms', 'when', 'does', 'this', 'bad', 'day', 'end']",85,omg if its not one thing its another my cat has worms when does this bad day end
5087,0,"['good', 'morning', 'im', 'suffering', 'from', 'fever', 'and', 'dysentry', 'will', 'not', 'be', 'able', 'to', 'come', 'to', 'office', 'today']",94,good morning im suffering from fever and dysentry will not be able to come to office today
5088,0,"['i', 'wont', 'do', 'anything', 'de']",22,i wont do anything de
5089,0,"['what', 'type', 'of', 'stuff', 'do', 'you', 'sing']",31,what type of stuff do you sing
5090,0,"['st', 'andre', 'virgil', 's', 'cream']",24,st andre virgil s cream
5091,0,"['no', 'no', 'i', 'will', 'check', 'all', 'rooms', 'befor', 'activities']",46,no no i will check all rooms befor activities
5092,0,"['my', 'fri', 'ah', 'okie', 'lor', 'goin', 'my', 'drivin', 'den', 'go', 'shoppin', 'after', 'tt']",65,my fri ah okie lor goin my drivin den go shoppin after tt
5093,0,"['gokila', 'is', 'talking', 'with', 'you', 'aha']",32,gokila is talking with you aha
5094,0,"['hi', 'shanil', 'rakhesh', 'here', 'thanks', 'i', 'have', 'exchanged', 'the', 'uncut', 'diamond', 'stuff', 'leaving', 'back', 'excellent', 'service', 'by', 'dino', 'and', 'prem']",120,hi shanil rakhesh here thanks i have exchanged the uncut diamond stuff leaving back excellent service by dino and prem
5095,0,"['k', 'k', 'this', 'month', 'kotees', 'birthday', 'know']",36,k k this month kotees birthday know
5096,0,"['but', 'i', 'm', 'really', 'really', 'broke', 'oh', 'no', 'amount', 'is', 'too', 'small', 'even']",71,but i m really really broke oh no amount is too small even
5097,0,"['sorry', 'about', 'that', 'this', 'is', 'my', 'mates', 'phone', 'and', 'i', 'didnt', 'write', 'it', 'love', 'kate']",70,sorry about that this is my mates phone and i didnt write it love kate
5098,1,"['themob', 'hit', 'the', 'link', 'to', 'get', 'a', 'premium', 'pink', 'panther', 'game', 'the', 'new', 'no', 'from', 'sugababes', 'a', 'crazy', 'zebra', 'animation', 'or', 'a', 'badass', 'hoody', 'wallpaper', 'all', 'free']",149,themob hit the link to get a premium pink panther game the new no from sugababes a crazy zebra animation or a badass hoody wallpaper all free
5099,0,"['ah', 'well', 'that', 'confuses', 'things', 'doesnt', 'it', 'i', 'thought', 'was', 'friends', 'with', 'now', 'maybe', 'i', 'did', 'the', 'wrong', 'thing', 'but', 'i', 'already', 'sort', 'of', 'invited', 'tho', 'he', 'may', 'not', 'come', 'cos', 'of', 'money']",166,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money
