label0,label,cluster,texts,x1,x2,doc,original_text
ham,0,6,"Text(-18.047516, 11.13057, 'yup anything lor if u dun wan it s ok')",-18.047516,11.13057,yup anything lor if u dun wan it s ok,"Yup. Anything lor, if u dun wan it's ok..."
ham,0,9,"Text(18.339159, 20.674484, 'i m home my love if your still awake loving kiss')",18.339159,20.674484,i m home my love if your still awake loving kiss,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,0,9,"Text(-26.538548, 18.754763, 'hello peach my cake tasts lush')",-26.538548,18.754763,hello peach my cake tasts lush,HELLO PEACH! MY CAKE TASTS LUSH!
spam,1,1,"Text(11.632095, -37.179142, 'free game get rayman golf free from the o games arcade st get ur games settings reply post then save activ press key for arcade termsapply')",11.632095,-37.179142,free game get rayman golf free from the o games arcade st get ur games settings reply post then save activ press key for arcade termsapply,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,0,0,"Text(-25.523296, 13.415664, 'there ll be a minor shindig at my place later tonight you interested')",-25.523296,13.415664,there ll be a minor shindig at my place later tonight you interested,"There'll be a minor shindig at my place later tonight, you interested?"
ham,0,8,"Text(11.749408, 3.5561428, 'jason says it s cool if we pick some up from his place in like an hour')",11.749408,3.5561428,jason says it s cool if we pick some up from his place in like an hour,Jason says it's cool if we pick some up from his place in like an hour
spam,1,1,"Text(3.5706072, -40.61666, 'had your mobile mths update to the latest camera video phones for free keep ur same number get extra free mins texts text yes for a call')",3.5706072,-40.61666,had your mobile mths update to the latest camera video phones for free keep ur same number get extra free mins texts text yes for a call,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,0,7,"Text(-5.7270246, -33.295506, 'i career tel have added u as a contact on indyarocks com to send free sms to remove from phonebook sms no to')",-5.7270246,-33.295506,i career tel have added u as a contact on indyarocks com to send free sms to remove from phonebook sms no to,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,0,0,"Text(-36.468246, 28.692951, 'i ve reached already')",-36.468246,28.692951,i ve reached already,I've reached already.
ham,0,9,"Text(13.793602, 19.741558, 'i dont know ask to my brother nothing problem some thing that just i told')",13.793602,19.741558,i dont know ask to my brother nothing problem some thing that just i told,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,0,4,"Text(-41.878277, 4.9305487, 'k eng rocking in ashes')",-41.878277,4.9305487,k eng rocking in ashes,K:)eng rocking in ashes:)
ham,0,4,"Text(-33.00455, -8.640128, 'wat time r going to xin s hostel')",-33.00455,-8.640128,wat time r going to xin s hostel,Wat time r Ì_ going to xin's hostel?
ham,0,4,"Text(-36.244705, -7.226113, 'good morning my dear shijutta have a great amp successful day')",-36.244705,-7.226113,good morning my dear shijutta have a great amp successful day,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam,1,1,"Text(18.784235, -32.666245, 'buy space invaders a chance win orig arcade game console press for games arcade std wap charge see o co uk games terms settings no purchase')",18.784235,-32.666245,buy space invaders a chance win orig arcade game console press for games arcade std wap charge see o co uk games terms settings no purchase,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,0,6,"Text(-11.642754, 16.065178, 'oh k after that placement there ah')",-11.642754,16.065178,oh k after that placement there ah,Oh k:)after that placement there ah?
ham,0,6,"Text(-21.066242, -1.2894881, 'not for possession especially not first offense')",-21.066242,-1.2894881,not for possession especially not first offense,"Not for possession, especially not first offense"
ham,0,8,"Text(16.6812, -9.852327, 'nt only for driving even for many reasons she is called bbd thts it chikku then hw abt dvg cold heard tht vinobanagar violence hw is the condition and hw ru any problem')",16.6812,-9.852327,nt only for driving even for many reasons she is called bbd thts it chikku then hw abt dvg cold heard tht vinobanagar violence hw is the condition and hw ru any problem,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,0,6,"Text(-14.489093, 15.119365, 'i bought the test yesterday its something that lets you know the exact day u ovulate when will get u in about to wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me')",-14.489093,15.119365,i bought the test yesterday its something that lets you know the exact day u ovulate when will get u in about to wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,0,0,"Text(-31.975758, 16.908346, 'we have pizza if u want')",-31.975758,16.908346,we have pizza if u want,We have pizza if u want
ham,0,9,"Text(-12.140005, 29.83887, 'i keep seeing weird shit and bein all woah then realising it s actually reasonable and i m all oh')",-12.140005,29.83887,i keep seeing weird shit and bein all woah then realising it s actually reasonable and i m all oh,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
ham,0,0,"Text(-23.94505, 10.944296, 'many more happy returns of the day i wish you happy birthday')",-23.94505,10.944296,many more happy returns of the day i wish you happy birthday,Many more happy returns of the day. I wish you happy birthday.
ham,0,8,"Text(11.344508, -6.6236386, 'ya very nice be ready on thursday')",11.344508,-6.6236386,ya very nice be ready on thursday,Ya very nice. . .be ready on thursday
ham,0,0,"Text(-10.648729, 32.947544, 'i am in hospital da i will return home in evening')",-10.648729,32.947544,i am in hospital da i will return home in evening,I am in hospital da. . I will return home in evening
ham,0,3,"Text(30.345879, -9.475037, 'thinking of u x')",30.345879,-9.475037,thinking of u x,"\Thinking of u ;) x\"""""
spam,1,1,"Text(16.847683, -30.713877, 'camera you are awarded a sipix digital camera call fromm landline delivery within days')",16.847683,-30.713877,camera you are awarded a sipix digital camera call fromm landline delivery within days,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,0,8,"Text(21.590488, 6.9213595, 'orh i tot u say she now still dun believe')",21.590488,6.9213595,orh i tot u say she now still dun believe,Orh i tot u say she now still dun believe.
ham,0,8,"Text(20.06263, -1.3117845, 'when you just put in the sign choose my number and the pin will show right')",20.06263,-1.3117845,when you just put in the sign choose my number and the pin will show right,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,0,8,"Text(18.063942, -6.957762, 'the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n')",18.063942,-6.957762,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,0,3,"Text(37.69306, -11.264207, 'thanx u darlin im cool thanx a few bday drinks nite morrow off take care c u soon xxx')",37.69306,-11.264207,thanx u darlin im cool thanx a few bday drinks nite morrow off take care c u soon xxx,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,0,9,"Text(-1.8555073, 26.994284, 'if you re still up maybe leave the credit card so i can get gas when i get back like he told me to')",-1.8555073,26.994284,if you re still up maybe leave the credit card so i can get gas when i get back like he told me to,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
spam,1,3,"Text(19.833979, -32.288704, 'your weekly cool mob tones are ready to download this weeks new tones include crazy frog axel f akon lonely black eyed dont p more info in n')",19.833979,-32.288704,your weekly cool mob tones are ready to download this weeks new tones include crazy frog axel f akon lonely black eyed dont p more info in n,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,0,9,"Text(9.740678, 9.244755, 'well boy am i glad g wasted all night at applebees for nothing')",9.740678,9.244755,well boy am i glad g wasted all night at applebees for nothing,Well boy am I glad G wasted all night at applebees for nothing
spam,1,1,"Text(6.7499385, -28.177294, 'cashbin co uk get lots of cash this weekend www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away these')",6.7499385,-28.177294,cashbin co uk get lots of cash this weekend www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away these,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,0,6,"Text(-24.000412, 0.4941579, 'ok lor or u wan me go look u')",-24.000412,0.4941579,ok lor or u wan me go look u,Ok lor... Or u wan me go look 4 u?
ham,0,9,"Text(14.671539, 11.777774, 'u wan haf lunch i m in da canteen now')",14.671539,11.777774,u wan haf lunch i m in da canteen now,U wan 2 haf lunch i'm in da canteen now.
ham,0,6,"Text(-2.4068604, -9.045951, 'don t make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud ni swt dreams')",-2.4068604,-9.045951,don t make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud ni swt dreams,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,0,0,"Text(-17.51345, 17.74484, 'hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if he s around')",-17.51345,17.74484,hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if he s around,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
spam,1,1,"Text(2.393858, -42.5963, 'urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm')",2.393858,-42.5963,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,1,7,"Text(-8.605376, -33.261803, 'thanks your continued support your question this week will enter u in our draw cash name the new us president txt ans to')",-8.605376,-33.261803,thanks your continued support your question this week will enter u in our draw cash name the new us president txt ans to,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
